# Eribend, Kobolds & O Baile de Blackfair  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Introdução:** Party recebe instruções do taverneiro para escoltar carroça até Blackfair Manor.<br><br>**Cena 1: Na Estrada**<br>- Apresentação da carroça e mercadorias.<br>- Emboscada de 6 goblins.<br><br>**Cena 2: Segunda Onda**<br>- Nova emboscada: 4 goblins e 2 orcs liderados por Gorath.<br>- Proteger a carroça (15 HP, AC 10).<br><br>**Cena 3: Chegada à Mansão**<br>- Chegada, descrição do local, interação com Alaric.<br>- Recompensa baseada na integridade da carroça; sugestões de futuras missões.<br> | **Introduction:** Party gets instructions from the innkeeper to escort a cart to Blackfair Manor.<br><br>**Scene 1: On the Road**<br>- Cart and goods introduced.<br>- Ambush by 6 goblins.<br><br>**Scene 2: Second Wave**<br>- Another ambush: 4 goblins and 2 orcs led by Gorath.<br>- Defend the cart (15 HP, AC 10).<br><br>**Scene 3: Arrival at the Manor**<br>- Arrival, description, interaction with Alaric.<br>- Reward based on cart condition; hooks for future missions.<br> |
| **NPCs:** Alaric (mordomo), Gorath (chefe orc), goblins, orcs                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **NPCs:** Alaric (butler), Gorath (orc chief), goblins, orcs                                                                                                                                                                                                                                                                                                                                                                                                                               |
| **Loot:** Recompensa proporcional, futuros ganchos de missão                                                                                                                                                                                                                                                                                                                                                                                                                                                                   | **Loot:** Proportional reward, future mission hooks                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Data:** 2025-03-06                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | **Date:** 2025-03-06                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| **Ficheiros de origem:** s09_entrega_para_blackfair_manor_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                                             | **Source files:** s09_entrega_para_blackfair_manor_ready.md                                                                                                                                                                                                                                                                                                                                                                                                                                |




















<!-- ==== s09_entrega_para_blackfair_manor_summary.md ==== -->

# Entrega para Blackfair Manor

| Português | English |
|-----------|---------|
| **Descrição:** A party é contratada para escoltar uma carroça até à mansão Blackfair. Sofrem emboscadas de goblins e orcs liderados por Gorath. O estado final da carroça determina o pagamento recebido. Ao chegarem, o mordomo Alaric recompensa-os conforme o sucesso, e oferece ligações para futuras aventuras.<br> | **Description:** The party is hired to escort a cart to Blackfair Manor. They are ambushed by goblins and orcs led by Gorath. The carts final condition determines the payment. Upon arrival, butler Alaric rewards them based on their success and offers hooks for future adventures.<br> |
| **PCs:** [a confirmar, ex: Vaunia, outros] | **PCs:** [to confirm, e.g. Vaunia, others] |
| **NPCs:** Alaric (mordomo), Gorath (chefe orc), goblins, orcs | **NPCs:** Alaric (butler), Gorath (orc chief), goblins, orcs |
| **Loot:** Recompensa proporcional, futuros ganchos de missão | **Loot:** Proportional reward, future mission hooks |
| **Data:** 2025-03-06 | **Date:** 2025-03-06 |
| **Ficheiros de origem:** s09_entrega_para_blackfair_manor_resumo.md | **Source files:** s09_entrega_para_blackfair_manor_resumo.md |


















