# Os Fungos do Bosque  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **NPCs:** Dolren Vas, Odrak, cultistas de Nerzul, bandidos, elementais                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | **NPCs:** Dolren Vas, Odrak, Nerzul cultists, bandits, elementals                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| **Loot:** Recompensas comerciais, moedas sombrias, convite para baile                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       | **Loot:** Trade rewards, dark coins, ball invitation                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **Data:** 2025-03-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **Date:** 2025-03-13                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| **Ficheiros de origem:** s10_sombras_sobre_erybend_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Source files:** s10_sombras_sobre_erybend_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                    |




















<!-- ==== s11_o_legado_de_krixis_bullet.md ==== -->

# O Legado de Krixis, o Valente  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                   |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Kobolds Vermisombra contratam o grupo para recuperar espada sagrada e libertar Krixis.<br>- Entrada do templo: 2 goblins vigias.<br>- Sala das oferendas: armadilha de foice, lobo mágico acorrentado (Krixis).<br>- Enfrentam patrulha de 3 goblins, descobrem que Chefe Orc guarda a espada.<br>- Sala do boss: Gogrom (orc), enigma da vela e porta secreta.<br>- Na sala secreta, enfrentam orc furioso.<br>- Libertam Krixis, lobo transforma-se em kobold.<br>- Retornam à taberna para celebrar, fortalecendo laços com os kobolds.<br> | - Vermisombra kobolds hire the group to recover a sacred sword and free Krixis.<br>- Temple entrance: 2 goblin guards.<br>- Offerings room: scythe trap, chained magic wolf (Krixis).<br>- Face patrol of 3 goblins, learn Orc Chief holds the sword.<br>- Boss room: Gogrom (orc), candle puzzle and secret door.<br>- Secret room: furious orc.<br>- Free Krixis, wolf transforms into kobold.<br>- Return to tavern for celebration, strengthen ties with kobolds.<br> |
| **NPCs:** Snikil Pescabrasa (líder kobold), Gogrom (orc boss), Krixis (kobold/lobo), goblins                                                                                                                                                                                                                                                                                                                                                                                                                                                     | **NPCs:** Snikil Pescabrasa (kobold leader), Gogrom (orc boss), Krixis (kobold/wolf), goblins                                                                                                                                                                                                                                                                                                                                                                             |
| **Loot:** Espada sagrada dos kobolds, pista da maldição                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | **Loot:** Kobold sacred sword, curse clue                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| **Data:** 2025-03-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | **Date:** 2025-03-20                                                                                                                                                                                                                                                                                                                                                                                                                                                      |
| **Ficheiros de origem:** s11_o_legado_de_krixis_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **Source files:** s11_o_legado_de_krixis_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                        |




















<!-- ==== s11_prisao_e_redencao_bullet.md ==== -->

# Prisão e Redenção de Dustin — Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |
| --------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Dustin capturado por paladinos de Beltar, levado para o Castelo Ruína-de-Ébano.<br>- Interrogatório físico e psicológico.<br>- Party (Triss, Kai, Raylahn) segue pistas até o castelo.<br>- Enfrentam cães demoníacos e armadilhas no pântano.<br>- Infiltram-se na prisão, lidando com patrulhas e alarmes mágicos.<br>- Dustin recebe ajuda de Prysanna (fey), arma mágica temporária.<br>- Confronto final com Alto-Inquisidor Malrik Dorn, Spectator e Golem de Ossos.<br>- Vitória apertada: impedem ritual divino.<br>- Prysanna abre portal de fuga; Dustin fica em dívida mágica.<br>- Gancho: Prysanna irá cobrar o favor no futuro.<br> | - Dustin captured by Beltar paladins, taken to Ebony Ruin Castle.<br>- Physical and psychological interrogation.<br>- Party (Triss, Kai, Raylahn) follows clues to the castle.<br>- Face demon dogs and swamp traps.<br>- Infiltrate the prison, dealing with patrols and magical alarms.<br>- Dustin receives help from Prysanna (fey), temporary magic weapon.<br>- Final confrontation with High Inquisitor Malrik Dorn, Spectator, and Bone Golem.<br>- Narrow victory: divine ritual stopped.<br>- Prysanna opens escape portal; Dustin owes a magical debt.<br>- Hook: Prysanna will call in the favor later.<br> |
| **NPCs:** Malrik Dorn (Alto-Inquisidor), Spectator, Golem de Ossos, Prysanna (fey), paladinos de Beltar                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             | **NPCs:** Malrik Dorn (High Inquisitor), Spectator, Bone Golem, Prysanna (fey), Beltar paladins                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
| **Loot:** Arma mágica temporária, chave da cela, itens dos guardas                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  | **Loot:** Temporary magic weapon, cell key, minor guard items                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           |
| **Data:** 2025-03-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                | **Date:** 2025-03-20                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| **Ficheiros de origem:** s11_prisao_e_redencao_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            | **Source files:** s11_prisao_e_redencao_pontos.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |




















<!-- ==== s11_trilogia_tres_pedras_mindflayer_bullet.md ==== -->

# Companhia & as Três Pedras / Mind Flayers  Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                                                                                                     |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Companhia pede à party para recuperar as três pedras mágicas.<br>- Investigam templo no pântano, aldeia dos sapos com cadáveres sem cérebro.<br>- Loot: moedas, scroll de teleport e fireball.<br>- Dois mind flayers atacam: Baltigard e Varus morrem.<br>- Nave Illithid aparece e rapta a party.<br>- Sessão termina com todos na nave alienígena.<br> | - The Company asks the party to recover the three magic stones.<br>- Investigate swamp temple, frogfolk village with brainless corpses.<br>- Loot: coins, scrolls of teleport and fireball.<br>- Two mind flayers attack: Baltigard and Varus die.<br>- Illithid ship arrives and abducts the party.<br>- Session ends with everyone on the alien ship.<br> |
| **NPCs:** Companhia das Três Pedras, Baltigard, Varus, mind flayers                                                                                                                                                                                                                                                                                         | **NPCs:** Three Stones Company, Baltigard, Varus, mind flayers                                                                                                                                                                                                                                                                                              |
| **Loot:** Moedas, pergaminhos mágicos                                                                                                                                                                                                                                                                                                                       | **Loot:** Coins, magic scrolls                                                                                                                                                                                                                                                                                                                              |
| **Data:** 2025-03-20                                                                                                                                                                                                                                                                                                                                        | **Date:** 2025-03-20                                                                                                                                                                                                                                                                                                                                        |
| **Ficheiros de origem:** s11_trilogia_tres_pedras_mindflayer_pontos.md                                                                                                                                                                                                                                                                                      | **Source files:** s11_trilogia_tres_pedras_mindflayer_pontos.md                                                                                                                                                                                                                                                                                             |




















<!-- ==== s12_prisao_e_resgate_de_dustin_bullet.md ==== -->

# Prisão e Resgate de Dustin: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      | English                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    |
| -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - Markus chega via portal enviado pelo taberneiro.<br>- Triss mantém Hex em Dustin para o rastrear.<br>- Grupo segue rastos até castelo em promontório.<br>- Travessia do rio: barco desfaz-se, Markus e Kai caem à água, são salvos.<br>- Dustin é torturado e submetido a Zone of Truth, mas resiste.<br>- Paladina misteriosa liberta Dustin e ajuda na fuga.<br>- Party reúne-se após confrontos e fugas no castelo.<br>- Todos escapam e regressam à taberna.<br>- Dívida pendente com a paladina, suspeitas de corrupção interna na Ordem de Beltar.<br> | - Markus arrives via portal sent by the innkeeper.<br>- Triss keeps Hex on Dustin to track him.<br>- Group follows tracks to castle on a promontory.<br>- River crossing: boat breaks apart, Markus and Kai fall in, but are saved.<br>- Dustin is tortured and put under Zone of Truth, but resists.<br>- Mysterious paladin frees Dustin and helps him escape.<br>- Party reunites after fights and escapes in the castle.<br>- All escape and return to the inn.<br>- Debt owed to the paladin, suspicions of internal corruption in Beltars Order.<br> |
| **NPCs:** Paladinos de Beltar, paladina misteriosa (aliada), taberneiro                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        | **NPCs:** Beltar paladins, mysterious paladin (ally), innkeeper                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Loot:** armas recuperadas, carta escondida, anel GPS mágico (recompensa), ouro menor                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | **Loot:** recovered weapons, hidden letter, magic GPS ring (reward), minor gold                                                                                                                                                                                                                                                                                                                                                                                                                                                                            |
| **Data:** 2025-03-27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           | **Date:** 2025-03-27                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       |
| **Ficheiros de origem:** s12_prisao_e_resgate_de_dustin_bullet.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              | **Source files:** s12_prisao_e_resgate_de_dustin_bullet.md                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |




















<!-- ==== s13_dandan_e_os_40_kobolds_bullet.md ==== -->

# Dandan e os 40 Kobolds: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                   | English                                                                                                                                                                                                                                                                                                                                                |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
| - Dandan organiza grupo para resgatar família de kobolds.<br>- Enfrentam guardas humanos e bestas mecânicas nos esgotos.<br>- Descobrem plano de sequestro: guilda dos ladrões está por trás.<br>- Emboscada e negociação com líder kobold rival.<br>- Libertam kobolds, escapam por passagens secretas.<br>- Ganhando respeito dos kobolds locais e pistas sobre a guilda dos ladrões.<br> | - Dandan organizes group to rescue kobold family.<br>- Face human guards and mechanical beasts in the sewers.<br>- Discover kidnapping plot: thieves guild behind it.<br>- Ambush and negotiation with rival kobold leader.<br>- Free kobolds, escape via secret passages.<br>- Gain respect from local kobolds and clues about the thieves guild.<br> |
| **NPCs:** Dandan, líder kobold rival, guardas humanos, membros da guilda dos ladrões                                                                                                                                                                                                                                                                                                        | **NPCs:** Dandan, rival kobold leader, human guards, thieves guild members                                                                                                                                                                                                                                                                             |
| **Loot:** armas improvisadas, joias kobold, mapa dos esgotos, pistas dos ladrões                                                                                                                                                                                                                                                                                                            | **Loot:** improvised weapons, kobold jewels, sewer map, thieves clues                                                                                                                                                                                                                                                                                  |
| **Data:** 2025-04-03                                                                                                                                                                                                                                                                                                                                                                        | **Date:** 2025-04-03                                                                                                                                                                                                                                                                                                                                   |
| **Ficheiros de origem:** s13_dandan_e_os_40_kobolds_pontos.md                                                                                                                                                                                                                                                                                                                               | **Source files:** s13_dandan_e_os_40_kobolds_pontos.md                                                                                                                                                                                                                                                                                                 |





















<!-- ==== s13_enfrentando_a_guilda_dos_ladroes_bullet.md ==== -->

# Enfrentando a Guilda dos Ladrões: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                 | English                                                                                                                                                                                                                                                                                                            |
| ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ |
| - Party infiltra-se no covil da guilda dos ladrões.<br>- Descobrem sala de reuniões e cofres protegidos.<br>- Confronto com capanga-mor e armadilhas mágicas.<br>- Rastreiam plano de tráfico de artefatos.<br>- Recuperam objetos roubados e enfrentam a fuga em perseguição.<br>- Conseguem provas para as autoridades de Greyhawk.<br> | - Party infiltrates the thieves guild hideout.<br>- Discover meeting room and guarded vaults.<br>- Confront confrontation with top henchman and magical traps.<br>- Track artifact trafficking plan.<br>- Recover stolen objects and escape while being chased.<br>- Secure evidence for Greyhawk authorities.<br> |
| **NPCs:** capanga-mor, ladrões, vítimas sequestradas, agentes da cidade                                                                                                                                                                                                                                                                   | **NPCs:** top henchman, thieves, kidnapped victims, city officials                                                                                                                                                                                                                                                 |
| **Loot:** objetos roubados, joias, pergaminho de proteção, chaves dos cofres                                                                                                                                                                                                                                                              | **Loot:** stolen objects, jewels, protection scroll, vault keys                                                                                                                                                                                                                                                    |
| **Data:** 2025-04-03                                                                                                                                                                                                                                                                                                                      | **Date:** 2025-04-03                                                                                                                                                                                                                                                                                               |
| **Ficheiros de origem:** s13_enfrentando_a_guilda_dos_ladroes_pontos.md                                                                                                                                                                                                                                                                   | **Source files:** s13_enfrentando_a_guilda_dos_ladroes_pontos.md                                                                                                                                                                                                                                                   |





















<!-- ==== s13_investigar_o_sul_da_cidade_de_greyhawk_bullet.md ==== -->

# Investigar o Sul da Cidade de Greyhawk: Bullet Points

| Português                                                                                                                                                                                                                                                                                                                                                                                                           | English                                                                                                                                                                                                                                                                                                                                                                         |
| ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| - A party recebe denúncia sobre atividades estranhas no sul da cidade.<br>- Investigações levam a esconderijos subterrâneos e comerciantes suspeitos.<br>- Descobrem túnel secreto conectando a guilda dos ladrões ao porto.<br>- Confronto com contrabandistas e feiticeiro menor.<br>- Loot encontrado: caixa com selos mágicos, mapa de rotas ilícitas.<br>- Descobertas partilhadas com autoridades locais.<br> | - The party receives a report of strange activity in the citys south.<br>- Investigations lead to underground hideouts and shady merchants.<br>- Discover a secret tunnel connecting the thieves guild to the docks.<br>- Confront smugglers and a minor wizard.<br>- Loot found: box with magic seals, illicit routes map.<br>- Discoveries shared with local authorities.<br> |
